eventID,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,type,ownerInstitutionCode,eventRemarks
2014-NORTON-1,Area Survey,Observer Time,583,Acre,2014-07-19,,200,United States of America,USA,Norton,NORTON,44.93,-71.87,WGS94,10,Event,VCE,
2014-NOTCH-1,Area Survey,Observer Time,22,Acre,2014-07-19,,200,United States of America,USA,Ferdinand,NOTCH,44.7406056,-71.7173137,WGS94,10,Event,VCE,
2014-NOYES-1,Area Survey,Observer Time,39,Acre,2014-07-19,,200,United States of America,USA,Groton,NOYES,44.23,-72.32,WGS94,10,Event,VCE,
2014-NULHEGAN-1,Area Survey,Observer Time,37,Acre,2014-07-19,,200,United States of America,USA,Brighton,NULHEGAN,44.791716,-71.8178717,WGS94,10,Event,VCE,
2014-OSMORE-1,Area Survey,Observer Time,48,Acre,2014-07-19,,200,United States of America,USA,Groton,OSMORE,44.3083926,-72.2781547,WGS94,10,Event,VCE,
2014-PARKER-1,Area Survey,Observer Time,250,Acre,2014-07-19,,200,United States of America,USA,Glover,PARKER,44.7194941,-72.2328808,WGS94,10,Event,VCE,missed
2014-PEACHAM-1,Area Survey,Observer Time,340,Acre,2014-07-19,,200,United States of America,USA,Peacham,PEACHAM,44.33,-72.27,WGS94,10,Event,VCE,
2014-PENSIONER-1,Area Survey,Observer Time,173,Acre,2014-07-19,,200,United States of America,USA,Charleston,PENSIONER,44.8736591,-72.0573206,WGS94,10,Event,VCE,
2014-PIGEON-1,Area Survey,Observer Time,69,Acre,2014-07-19,,200,United States of America,USA,Groton,PIGEON,44.245894,-72.3284329,WGS94,10,Event,VCE,
2014-PINNEO-1,Area Survey,Observer Time,50,Acre,2014-07-19,,200,United States of America,USA,Hartford,PINNEO,43.65,-72.43,WGS94,10,Event,VCE,
2014-PLEIAD-1,Area Survey,Observer Time,6,Acre,2014-07-19,,200,United States of America,USA,Hancock,PLEIAD,43.9339521,-72.9578898,WGS94,10,Event,VCE,
2014-RAPONDA-1,Area Survey,Observer Time,121,Acre,2014-07-19,,200,United States of America,USA,Wilmington,RAPONDA,42.8750812,-72.8175965,WGS94,10,Event,VCE,
2014-RICKER-1,Area Survey,Observer Time,95,Acre,2014-07-19,,200,United States of America,USA,Groton,RICKER,44.2470054,-72.244541,WGS94,10,Event,VCE,
2014-ROOD-1,Area Survey,Observer Time,23,Acre,2014-07-19,,200,United States of America,USA,Williamstown,ROOD,44.0770076,-72.5889944,WGS94,10,Event,VCE,
2014-MUD (HOLLND)-1,Area Survey,Observer Time,14,Acre,2014-07-19,,200,United States of America,USA,Holland,MUD (HOLLND),44.9367139,-72.0281531,WGS94,10,Event,VCE,
2014-SALEM-1,Area Survey,Observer Time,764,Acre,2014-07-19,,200,United States of America,USA,Derby,SALEM,44.9292138,-72.1037106,WGS94,10,Event,VCE,
2014-SEARSBURG-1,Area Survey,Observer Time,25,Acre,2014-07-19,,200,United States of America,USA,Searsburg,SEARSBURG,42.92,-72.93,WGS94,10,Event,VCE,
2014-SEYMOUR-1,Area Survey,Observer Time,1769,Acre,2014-07-19,,200,United States of America,USA,Morgan,SEYMOUR,44.8969923,-71.9817632,WGS94,10,Event,VCE,
2014-SHADOW (CONCRD)-1,Area Survey,Observer Time,128,Acre,2014-07-19,,200,United States of America,USA,Concord,SHADOW (CONCRD),44.4003367,-71.8734249,WGS94,10,Event,VCE,
2014-SHADOW (GLOVER)-1,Area Survey,Observer Time,210,Acre,2014-07-19,,200,United States of America,USA,Glover,SHADOW (GLOVER),44.668103,-72.226571,WGS94,10,Event,VCE,
2014-SILVER (LEICTR)-1,Area Survey,Observer Time,101,Acre,2014-07-19,,200,United States of America,USA,Leicester,SILVER (LEICTR),43.88,-73.05,WGS94,10,Event,VCE,
2014-SOMERSET-1,Area Survey,Observer Time,1568,Acre,2014-07-19,,200,United States of America,USA,Somerset,SOMERSET,43.009708,-72.952621,WGS94,10,Event,VCE,
2014-SOUTH (EDEN)-1,Area Survey,Observer Time,103,Acre,2014-07-19,,200,United States of America,USA,Eden,SOUTH (EDEN),44.68,-72.53,WGS94,10,Event,VCE,
2014-SOUTH (MARLBR)-1,Area Survey,Observer Time,68,Acre,2014-07-19,,200,United States of America,USA,Marlboro,SOUTH (MARLBR),42.8445262,-72.7128712,WGS94,10,Event,VCE,
2014-SOUTH BAY-1,Area Survey,Observer Time,470,Acre,2014-07-19,,200,United States of America,USA,Newport City,SOUTH BAY,44.93,-72.2,WGS94,10,Event,VCE,
2014-SPECTACLE-1,Area Survey,Observer Time,103,Acre,2014-07-19,,200,United States of America,USA,Brighton,SPECTACLE,44.8006048,-71.8503722,WGS94,10,Event,VCE,
2014-SPRING (SHRWBY)-1,Area Survey,Observer Time,66,Acre,2014-07-19,,200,United States of America,USA,Shrewsbury,SPRING (SHRWBY),43.4959033,-72.918992,WGS94,10,Event,VCE,
2014-ST. CATHERINE-1,Area Survey,Observer Time,883,Acre,2014-07-19,,200,United States of America,USA,Wells,ST. CATHERINE,43.47,-73.22,WGS94,10,Event,VCE,
2014-STAR-1,Area Survey,Observer Time,63,Acre,2014-07-19,,200,United States of America,USA,Mount Holly,STAR,43.419516,-72.8162108,WGS94,10,Event,VCE,ebird
2014-SUGAR HILL-1,Area Survey,Observer Time,63,Acre,2014-07-19,,200,United States of America,USA,Goshen,SUGAR HILL,43.92,-73,WGS94,10,Event,VCE,
2014-SUNRISE-1,Area Survey,Observer Time,57,Acre,2014-07-19,,200,United States of America,USA,Benson,SUNRISE,43.77,-73.27,WGS94,10,Event,VCE,
2014-SUNSET (BENSON)-1,Area Survey,Observer Time,202,Acre,2014-07-19,,200,United States of America,USA,Benson,SUNSET (BENSON),43.7564513,-73.2709476,WGS94,10,Event,VCE,
2014-SUNSET (MARLBR)-1,Area Survey,Observer Time,96,Acre,2014-07-19,,200,United States of America,USA,Marlboro,SUNSET (MARLBR),42.92,-72.68,WGS94,10,Event,VCE,
2014-THURMAN W. DIX-1,Area Survey,Observer Time,123,Acre,2014-07-19,,200,United States of America,USA,Orange,THURMAN W. DIX,44.18,-72.42,WGS94,10,Event,VCE,
2014-TICKLENAKED-1,Area Survey,Observer Time,54,Acre,2014-07-19,,200,United States of America,USA,Ryegate,TICKLENAKED,44.1892294,-72.0987041,WGS94,10,Event,VCE,
2014-TOAD (CHARTN)-1,Area Survey,Observer Time,22,Acre,2014-07-19,,200,United States of America,USA,Charleston,TOAD (CHARTN),44.8489373,-72.0475981,WGS94,10,Event,VCE,
2014-TURTLE-1,Area Survey,Observer Time,27,Acre,2014-07-19,,200,United States of America,USA,Holland,TURTLE,44.9933797,-71.9198182,WGS94,10,Event,VCE,
2014-WALLACE-1,Area Survey,Observer Time,532,Acre,2014-07-19,,200,United States of America,USA,Canaan,WALLACE,45.0119905,-71.6256445,WGS94,10,Event,VCE,
2014-WALLINGFORD-1,Area Survey,Observer Time,87,Acre,2014-07-19,,200,United States of America,USA,Wallingford,WALLINGFORD,43.4145161,-72.9095466,WGS94,10,Event,VCE,
2014-WANTASTIQUET-1,Area Survey,Observer Time,44,Acre,2014-07-19,,200,United States of America,USA,Weston,WANTASTIQUET,43.3,-72.82,WGS94,10,Event,VCE,
2014-TUTTLE (HARDWK)-1,Area Survey,Observer Time,21,Acre,2014-07-19,,200,United States of America,USA,Hardwick,TUTTLE (HARDWK),44.5581086,-72.310105,WGS94,10,Event,VCE,missed
2014-WARDEN-1,Area Survey,Observer Time,46,Acre,2014-07-19,,200,United States of America,USA,Barnet,WARDEN,44.3300597,-72.0781505,WGS94,10,Event,VCE,
2014-WATERBURY-1,Area Survey,Observer Time,839,Acre,2014-07-19,,200,United States of America,USA,Waterbury,WATERBURY,44.38,-72.77,WGS94,10,Event,VCE,
2014-WEST HILL-1,Area Survey,Observer Time,46,Acre,2014-07-19,,200,United States of America,USA,Cabot,WEST HILL,44.4177364,-72.3429895,WGS94,10,Event,VCE,
2014-WEST MOUNTAIN-1,Area Survey,Observer Time,60,Acre,2014-07-19,,200,United States of America,USA,Maidstone,WEST MOUNTAIN,44.6892181,-71.6620338,WGS94,10,Event,VCE,
2014-WHEELER (BRUNWK)-1,Area Survey,Observer Time,66,Acre,2014-07-19,,200,United States of America,USA,Brunswick,WHEELER (BRUNWK),44.708384,-71.6395333,WGS94,10,Event,VCE,
2014-WILLOUGHBY-1,Area Survey,Observer Time,1653,Acre,2014-07-19,,200,United States of America,USA,Westmore,WILLOUGHBY,44.7519942,-72.0628763,WGS94,10,Event,VCE,
2014-WOLCOTT-1,Area Survey,Observer Time,74,Acre,2014-07-19,,200,United States of America,USA,Wolcott,WOLCOTT,44.56532569,-72.42045722,WGS94,10,Event,VCE,
2014-WOODBURY-1,Area Survey,Observer Time,142,Acre,2014-07-19,,200,United States of America,USA,Woodbury,WOODBURY,44.43,-72.42,WGS94,10,Event,VCE,
2014-WOODWARD-1,Area Survey,Observer Time,106,Acre,2014-07-19,,200,United States of America,USA,Plymouth,WOODWARD,43.56577923,-72.75853066,WGS94,10,Event,VCE,
2014-WRIGHTSVILLE-1,Area Survey,Observer Time,190,Acre,2014-07-19,,200,United States of America,USA,East Montpelier,WRIGHTSVILLE,44.32345335,-72.57340942,WGS94,10,Event,VCE,
2014-ZACK WOODS-1,Area Survey,Observer Time,23,Acre,2014-07-19,,200,United States of America,USA,Hyde Park,ZACK WOODS,44.6106072,-72.5012221,WGS94,10,Event,VCE,
2015-AMHERST-1,Area Survey,Observer Time,81,Acre,2015-07-18,,199,United States of America,USA,Plymouth,AMHERST,43.4856261,-72.7042639,WGS94,10,Event,VCE,
2015-ARROWHEAD MOUNTAIN-1,Area Survey,Observer Time,760,Acre,2015-07-18,,199,United States of America,USA,Milton,ARROWHEAD MOUNTAIN,44.67,-73.1,WGS94,10,Event,VCE,
2015-BAKER (BARTON)-1,Area Survey,Observer Time,51,Acre,2015-07-18,,199,United States of America,USA,Barton,BAKER (BARTON),44.746438,-72.2348255,WGS94,10,Event,VCE,
2015-BALD HILL-1,Area Survey,Observer Time,108,Acre,2015-07-18,,199,United States of America,USA,Westmore,BALD HILL,44.7394947,-71.9778742,WGS94,10,Event,VCE,
2015-BEAN (SUTTON)-1,Area Survey,Observer Time,30,Acre,2015-07-18,,199,United States of America,USA,Sutton,BEAN (SUTTON),44.6983842,-72.0862101,WGS94,10,Event,VCE,7/20 Martha Gordon 1A1C
2015-BEAVER (HOLLND)-1,Area Survey,Observer Time,40,Acre,2015-07-18,,199,United States of America,USA,Holland,BEAVER (HOLLND),45.0047684,-71.9398184,WGS94,10,Event,VCE,
2015-BEEBE (HUBDTN)-1,Area Survey,Observer Time,111,Acre,2015-07-18,,199,United States of America,USA,Hubbardton,BEEBE (HUBDTN),43.7342306,-73.1831677,WGS94,10,Event,VCE,
2015-BEEBE (SUNDLD)-1,Area Survey,Observer Time,13,Acre,2015-07-18,,199,United States of America,USA,Sunderland,BEEBE (SUNDLD),43.0523,-73.0320481,WGS94,10,Event,VCE,
2015-BEECHER-1,Area Survey,Observer Time,15,Acre,2015-07-18,,199,United States of America,USA,Brighton,BEECHER,44.8117157,-71.849539,WGS94,10,Event,VCE,
2015-BERLIN-1,Area Survey,Observer Time,293,Acre,2015-07-18,,199,United States of America,USA,Berlin,BERLIN,44.18,-72.58,WGS94,10,Event,VCE,
2015-BLISS-1,Area Survey,Observer Time,46,Acre,2015-07-18,,199,United States of America,USA,Calais,BLISS,44.3525574,-72.5006635,WGS94,10,Event,VCE,
2015-BOMOSEEN-1,Area Survey,Observer Time,2360,Acre,2015-07-18,,199,United States of America,USA,Castleton,BOMOSEEN,43.6442324,-73.2131665,WGS94,10,Event,VCE,
2015-BOURN-1,Area Survey,Observer Time,48,Acre,2015-07-18,,199,United States of America,USA,Sunderland,BOURN,43.1061882,-73.0020474,WGS94,10,Event,VCE,
2015-BRANCH-1,Area Survey,Observer Time,34,Acre,2015-07-18,,199,United States of America,USA,Sunderland,BRANCH,43.0809107,-73.0189922,WGS94,10,Event,VCE,7/?? Frank thompson 1A
2015-BROWNINGTON-1,Area Survey,Observer Time,139,Acre,2015-07-18,,199,United States of America,USA,Brownington,BROWNINGTON,44.8786588,-72.1476007,WGS94,10,Event,VCE,
2015-BRUCE-1,Area Survey,Observer Time,27,Acre,2015-07-18,,199,United States of America,USA,Sutton,BRUCE,44.6403295,-72.187046,WGS94,10,Event,VCE,
2015-BUCK-1,Area Survey,Observer Time,39,Acre,2015-07-18,,199,United States of America,USA,Woodbury,BUCK,44.462555,-72.3995513,WGS94,10,Event,VCE,
2015-BURR (SUDBRY)-1,Area Survey,Observer Time,85,Acre,2015-07-18,,199,United States of America,USA,Sudbury,BURR (SUDBRY),43.77,-73.18,WGS94,10,Event,VCE,
2015-CARMI-1,Area Survey,Observer Time,1401,Acre,2015-07-18,,199,United States of America,USA,Franklin,CARMI,44.9714333,-72.877911,WGS94,10,Event,VCE,
2015-CASPIAN-1,Area Survey,Observer Time,789,Acre,2015-07-18,,199,United States of America,USA,Greensboro,CASPIAN,44.58,-72.32,WGS94,10,Event,VCE,
2015-CENTER-1,Area Survey,Observer Time,79,Acre,2015-07-18,,199,United States of America,USA,Newark,CENTER,44.7144953,-71.9198175,WGS94,10,Event,VCE,
2015-CHANDLER (WHLOCK)-1,Area Survey,Observer Time,68,Acre,2015-07-18,,199,United States of America,USA,Wheelock,CHANDLER (WHLOCK),44.53,-72.1,WGS94,10,Event,VCE,
2015-CHARLESTON-1,Area Survey,Observer Time,40,Acre,2015-07-18,,199,United States of America,USA,Charleston,CHARLESTON,44.8928256,-72.0531538,WGS94,10,Event,VCE,
2015-CHITTENDEN-1,Area Survey,Observer Time,702,Acre,2015-07-18,,199,United States of America,USA,Chittenden,CHITTENDEN,43.73,-72.92,WGS94,10,Event,VCE,
2015-TILDYS-1,Area Survey,Observer Time,33,Acre,2015-07-18,,199,United States of America,USA,Glover,TILDYS,44.65,-72.2,WGS94,10,Event,VCE,
2015-CLYDE-1,Area Survey,Observer Time,186,Acre,2015-07-18,,199,United States of America,USA,Derby,CLYDE,44.9353246,-72.1712124,WGS94,10,Event,VCE,
2015-COLCHESTER-1,Area Survey,Observer Time,186,Acre,2015-07-18,,199,United States of America,USA,Colchester,COLCHESTER,44.5550488,-73.1195741,WGS94,10,Event,VCE,
2015-COLES-1,Area Survey,Observer Time,125,Acre,2015-07-18,,199,United States of America,USA,Walden,COLES,44.52,-72.22,WGS94,10,Event,VCE,
2015-COLLINS-1,Area Survey,Observer Time,16,Acre,2015-07-19,,200,United States of America,USA,Hyde Park,COLLINS,44.6214402,-72.5042778,WGS94,10,Event,VCE,0 A 7/19 Filiberti
2015-CRYSTAL (BARTON)-1,Area Survey,Observer Time,763,Acre,2015-07-18,,199,United States of America,USA,Barton,CRYSTAL (BARTON),44.7467161,-72.1762128,WGS94,10,Event,VCE,
2015-CURTIS-1,Area Survey,Observer Time,72,Acre,2015-07-18,,199,United States of America,USA,Calais,CURTIS,44.38,-72.5,WGS94,10,Event,VCE,
2015-DANIELS-W-1,Area Survey,Observer Time,20,Acre,2015-07-18,,199,United States of America,USA,Glover,DANIELS-W,44.68,-72.28,WGS94,10,Event,VCE,
2015-DANIELS-1,Area Survey,Observer Time,66,Acre,2015-07-18,,199,United States of America,USA,Glover,DANIELS,44.6767173,-72.2626038,WGS94,10,Event,VCE,
2015-DERBY-1,Area Survey,Observer Time,207,Acre,2015-07-18,,199,United States of America,USA,Derby,DERBY,44.9542134,-72.1162109,WGS94,10,Event,VCE,
2015-VALLEY-1,Area Survey,Observer Time,88,Acre,2015-07-18,,199,United States of America,USA,Woodbury,VALLEY,44.447,-72.441,WGS94,10,Event,VCE,
2015-DUNMORE-1,Area Survey,Observer Time,985,Acre,2015-07-18,,199,United States of America,USA,Salisbury,DUNMORE,43.9020068,-73.0753915,WGS94,10,Event,VCE,
2015-EAST LONG-1,Area Survey,Observer Time,188,Acre,2015-07-18,,199,United States of America,USA,Woodbury,EAST LONG,44.45,-72.35,WGS94,10,Event,VCE,
2015-ECHO (CHARTN)-1,Area Survey,Observer Time,550,Acre,2015-07-18,,199,United States of America,USA,Charleston,ECHO (CHARTN),44.8603262,-71.994819,WGS94,10,Event,VCE,
2015-ECHO (HUBDTN)-1,Area Survey,Observer Time,54,Acre,2015-07-18,,199,United States of America,USA,Hubbardton,ECHO (HUBDTN),43.7458969,-73.1828902,WGS94,10,Event,VCE,Isobel
2015-ECHO (PLYMTH)-1,Area Survey,Observer Time,104,Acre,2015-07-18,,199,United States of America,USA,Plymouth,ECHO (PLYMTH),43.4734041,-72.6998192,WGS94,10,Event,VCE,
2015-EDEN-1,Area Survey,Observer Time,194,Acre,2015-07-18,,199,United States of America,USA,Eden,EDEN,44.7225493,-72.5017778,WGS94,10,Event,VCE,
2015-ELLIGO-1,Area Survey,Observer Time,174,Acre,2015-07-18,,199,United States of America,USA,Greensboro,ELLIGO,44.600052,-72.3551065,WGS94,10,Event,VCE,
2015-ELMORE-1,Area Survey,Observer Time,219,Acre,2015-07-18,,199,United States of America,USA,Elmore,ELMORE,44.5347752,-72.5253897,WGS94,10,Event,VCE,
2015-EWELL-1,Area Survey,Observer Time,51,Acre,2015-07-15,,196,United States of America,USA,Peacham,EWELL,44.37,-72.17,WGS94,10,Event,VCE,7/15 back up survey 2A2C?  Check
2015-FAIRFIELD-1,Area Survey,Observer Time,446,Acre,2015-07-18,,199,United States of America,USA,Fairfield,FAIRFIELD,44.85,-72.98,WGS94,10,Event,VCE,
2015-FAIRLEE-1,Area Survey,Observer Time,457,Acre,2015-07-18,,199,United States of America,USA,Fairlee,FAIRLEE,43.88,-72.23,WGS94,10,Event,VCE,
2015-FERN-1,Area Survey,Observer Time,69,Acre,2015-07-18,,199,United States of America,USA,Leicester,FERN,43.8656187,-73.0698352,WGS94,10,Event,VCE,
2015-FLAGG-1,Area Survey,Observer Time,111,Acre,2015-07-18,,199,United States of America,USA,Wheelock,FLAGG,44.5653311,-72.2073241,WGS94,10,Event,VCE,
2015-FOREST (AVERLL)-1,Area Survey,Observer Time,62,Acre,2015-07-18,,199,United States of America,USA,Averill,FOREST (AVERLL),44.9847686,-71.6814803,WGS94,10,Event,VCE,Forest Lake (Nelson Pond) - Calais (133 acres)
2015-FOSTERS-1,Area Survey,Observer Time,61,Acre,2015-07-18,,199,United States of America,USA,Peacham,FOSTERS,44.3297812,-72.20982,WGS94,10,Event,VCE,
2015-GALE MEADOWS-1,Area Survey,Observer Time,195,Acre,2015-07-18,,199,United States of America,USA,Londonderry,GALE MEADOWS,43.17,-72.87,WGS94,10,Event,VCE,
2015-GLEN-1,Area Survey,Observer Time,206,Acre,2015-07-18,,199,United States of America,USA,Fair Haven,GLEN,43.67,-73.23,WGS94,10,Event,VCE,
2015-GREAT AVERILL-1,Area Survey,Observer Time,828,Acre,2015-07-18,,199,United States of America,USA,Averill,GREAT AVERILL,44.98,-71.7,WGS94,10,Event,VCE,
2015-GREAT HOSMER-1,Area Survey,Observer Time,140,Acre,2015-07-18,,199,United States of America,USA,Craftsbury,GREAT HOSMER,44.6947722,-72.3606624,WGS94,10,Event,VCE,
2015-GREEN RIVER-1,Area Survey,Observer Time,554,Acre,2015-07-18,,199,United States of America,USA,Hyde Park,GREEN RIVER,44.629268,-72.515443,WGS94,10,Event,VCE,7/23 6A 3Ch 1SA Henrickson
2015-GREENWOOD-1,Area Survey,Observer Time,96,Acre,2015-07-18,,199,United States of America,USA,Woodbury,GREENWOOD,44.4586661,-72.4253853,WGS94,10,Event,VCE,
2015-GROTON-1,Area Survey,Observer Time,422,Acre,2015-07-18,,199,United States of America,USA,Groton,GROTON,44.2667271,-72.2662089,WGS94,10,Event,VCE,
2015-GROUT-1,Area Survey,Observer Time,84,Acre,2015-07-18,,199,United States of America,USA,Stratton,GROUT,43.0445226,-72.9456567,WGS94,10,Event,VCE,"Male, Juvenile (1); Unknown Sex and Age (2); Female, Immature (1)' ;Not sure if should accept"
2015-HALLS-1,Area Survey,Observer Time,85,Acre,2015-07-18,,199,United States of America,USA,Newbury,HALLS,44.085898,-72.1231473,WGS94,10,Event,VCE,
2015-HARDWICK-1,Area Survey,Observer Time,145,Acre,2015-07-18,,199,United States of America,USA,Hardwick,HARDWICK,44.52,-72.37,WGS94,10,Event,VCE,
2015-HARDWOOD-1,Area Survey,Observer Time,44,Acre,2015-07-18,,199,United States of America,USA,Elmore,HARDWOOD,44.4678324,-72.4995546,WGS94,10,Event,VCE,
2015-HARRIMAN (WHITHM)-1,Area Survey,Observer Time,2040,Acre,2015-07-18,,199,United States of America,USA,Whitingham,HARRIMAN (WHITHM),42.83,-72.88,WGS94,10,Event,VCE,
2015-HARVEYS-1,Area Survey,Observer Time,351,Acre,2015-07-18,,199,United States of America,USA,Barnet,HARVEYS,44.3,-72.13,WGS94,10,Event,VCE,
2015-HOLLAND-1,Area Survey,Observer Time,325,Acre,2015-07-18,,199,United States of America,USA,Holland,HOLLAND,44.9867132,-71.9281516,WGS94,10,Event,VCE,
2015-HORTONIA-1,Area Survey,Observer Time,479,Acre,2015-07-18,,199,United States of America,USA,Hubbardton,HORTONIA,43.7500632,-73.2078906,WGS94,10,Event,VCE,Isobel
2015-ISLAND-1,Area Survey,Observer Time,626,Acre,2015-07-18,,199,United States of America,USA,Brighton,ISLAND,44.8050491,-71.8706504,WGS94,10,Event,VCE,
2015-JOBS-1,Area Survey,Observer Time,39,Acre,2015-07-18,,199,United States of America,USA,Westmore,JOBS,44.7628276,-71.9537072,WGS94,10,Event,VCE,
2015-KEISER-1,Area Survey,Observer Time,33,Acre,2015-07-18,,199,United States of America,USA,Danville,KEISER,44.3864467,-72.1706537,WGS94,10,Event,VCE,
2015-KENT-1,Area Survey,Observer Time,99,Acre,2015-07-18,,199,United States of America,USA,Killington,KENT,43.68,-72.8,WGS94,10,Event,VCE,2A 2C 6:15 am David Eberly
2015-KETTLE-1,Area Survey,Observer Time,109,Acre,2015-07-18,,199,United States of America,USA,Peacham,KETTLE,44.2947817,-72.3181558,WGS94,10,Event,VCE,
2015-KNAPP BROOK #1-1,Area Survey,Observer Time,25,Acre,2015-07-18,,199,United States of America,USA,Cavendish,KNAPP BROOK #1,43.447016,-72.5662041,WGS94,10,Event,VCE,
2015-KNAPP BROOK #2-1,Area Survey,Observer Time,35,Acre,2015-07-18,,199,United States of America,USA,Cavendish,KNAPP BROOK #2,43.45,-72.57,WGS94,10,Event,VCE,
2015-LEVI-1,Area Survey,Observer Time,22,Acre,2015-07-18,,199,United States of America,USA,Groton,LEVI,44.2672827,-72.2262078,WGS94,10,Event,VCE,
2015-LEWIS-1,Area Survey,Observer Time,68,Acre,2015-07-18,,199,United States of America,USA,Lewis,LEWIS,44.8833812,-71.7806495,WGS94,10,Event,VCE,
2015-LITTLE (WELLS)-1,Area Survey,Observer Time,177,Acre,2015-07-18,,199,United States of America,USA,Wells,LITTLE (WELLS),43.4322933,-73.2028855,WGS94,10,Event,VCE,
2015-LITTLE AVERILL-1,Area Survey,Observer Time,467,Acre,2015-07-18,,199,United States of America,USA,Averill,LITTLE AVERILL,44.9556024,-71.7162039,WGS94,10,Event,VCE,
2015-LITTLE ELMORE-1,Area Survey,Observer Time,24,Acre,2015-07-18,,199,United States of America,USA,Elmore,LITTLE ELMORE,44.4978315,-72.5317787,WGS94,10,Event,VCE,
2015-LITTLE HOSMER-1,Area Survey,Observer Time,180,Acre,2015-07-18,,199,United States of America,USA,Craftsbury,LITTLE HOSMER,44.68,-72.38,WGS94,10,Event,VCE,
2015-LITTLE ROCK-1,Area Survey,Observer Time,18,Acre,2015-07-18,,199,United States of America,USA,Wallingford,LITTLE ROCK,43.4006275,-72.9562145,WGS94,10,Event,VCE,
2015-SALEM-1,Area Survey,Observer Time,50,Acre,2015-07-18,,199,United States of America,USA,Derby,SALEM,44.9292138,-72.1037106,WGS94,10,Event,VCE,
2015-LONG (EDEN)-1,Area Survey,Observer Time,97,Acre,2015-07-18,,199,United States of America,USA,Eden,LONG (EDEN),44.77,-72.6,WGS94,10,Event,VCE,7/18 7:15 am 2A Henry Marshal
2015-LONG (GRNSBO)-1,Area Survey,Observer Time,100,Acre,2015-07-18,,199,United States of America,USA,Greensboro,LONG (GRNSBO),44.6256073,-72.263437,WGS94,10,Event,VCE,
2015-LONG (SHEFLD)-1,Area Survey,Observer Time,38,Acre,2015-07-18,,199,United States of America,USA,Sheffield,LONG (SHEFLD),44.6767178,-72.1437116,WGS94,10,Event,VCE,
2015-LONG (WESTMR)-1,Area Survey,Observer Time,90,Acre,2015-07-18,,199,United States of America,USA,Westmore,LONG (WESTMR),44.7506056,-72.0178751,WGS94,10,Event,VCE,
2015-LOWELL-1,Area Survey,Observer Time,57,Acre,2015-07-18,,199,United States of America,USA,Londonderry,LOWELL,43.22,-72.77,WGS94,10,Event,VCE,
2015-LOWER SYMES-1,Area Survey,Observer Time,77,Acre,2015-07-18,,199,United States of America,USA,Ryegate,LOWER SYMES,44.25,-72.1,WGS94,10,Event,VCE,
2015-LYFORD-1,Area Survey,Observer Time,33,Acre,2015-07-18,,199,United States of America,USA,Walden,LYFORD,44.4456114,-72.2467681,WGS94,10,Event,VCE,
2015-MAIDSTONE-1,Area Survey,Observer Time,745,Acre,2015-07-18,,199,United States of America,USA,Maidstone,MAIDSTONE,44.6486637,-71.6470329,WGS94,10,Event,VCE,
2015-TURTLEHEAD-1,Area Survey,Observer Time,69,Acre,2015-07-18,,199,United States of America,USA,Marshfield,TURTLEHEAD,44.3258919,-72.330657,WGS94,10,Event,VCE,
2015-MARTINS-1,Area Survey,Observer Time,82,Acre,2015-07-18,,199,United States of America,USA,Peacham,MARTINS,44.3,-72.22,WGS94,10,Event,VCE,
2015-MAY-1,Area Survey,Observer Time,116,Acre,2015-07-18,,199,United States of America,USA,Barton,MAY,44.7417164,-72.1228779,WGS94,10,Event,VCE,done 7/18
2015-MCCONNELL-1,Area Survey,Observer Time,87,Acre,2015-07-18,,199,United States of America,USA,Brighton,MCCONNELL,44.8189378,-71.8039827,WGS94,10,Event,VCE,
2015-MEMPHREMAGOG-1,Area Survey,Observer Time,5966,Acre,2015-07-18,,199,United States of America,USA,Derby,MEMPHREMAGOG,44.9853239,-72.2151023,WGS94,10,Event,VCE,7A don c. 2A2SA king
2015-METCALF-1,Area Survey,Observer Time,81,Acre,2015-07-18,,199,United States of America,USA,Fletcher,METCALF,44.7283824,-72.8840236,WGS94,10,Event,VCE,
2015-MILES-1,Area Survey,Observer Time,215,Acre,2015-07-18,,199,United States of America,USA,Concord,MILES,44.45,-71.82,WGS94,10,Event,VCE,possibly 2 more SA that flew off.  Counting 2 SA.
2015-MILLER (STRFRD)-1,Area Survey,Observer Time,64,Acre,2015-07-18,,199,United States of America,USA,Strafford,MILLER (STRFRD),43.9,-72.3,WGS94,10,Event,VCE,
2015-MOLLYS-1,Area Survey,Observer Time,38,Acre,2015-07-18,,199,United States of America,USA,Cabot,MOLLYS,44.3939461,-72.2359332,WGS94,10,Event,VCE,
2015-MOLLYS FALLS-1,Area Survey,Observer Time,397,Acre,2015-07-18,,199,United States of America,USA,Marshfield,MOLLYS FALLS,44.35,-72.28,WGS94,10,Event,VCE,Mollys Falls Reservoir
2015-MOREY-1,Area Survey,Observer Time,547,Acre,2015-07-18,,199,United States of America,USA,Fairlee,MOREY,43.9247901,-72.1498123,WGS94,10,Event,VCE,
2015-MUD (HYDEPK)-1,Area Survey,Observer Time,14,Acre,2015-07-18,,199,United States of America,USA,Hyde Park,MUD (HYDEPK),44.605885,-72.5034444,WGS94,10,Event,VCE,
